gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
CGI_10016712	.	Pre	Post	2.45	UP	1.50	0.451166	
CGI_10018520	.	Pre	Post	2.45	UP	29.28	0.329431	
CGI_10020221	.	Pre	Post	2.45	DOWN	12.85	0.48441	
CGI_10020324	.	Pre	Post	2.45	UP	1.54	0.462806	
CGI_10022730	ACT	Pre	Post	2.45	UP	7715.45	0.399732	
CGI_10022948	.	Pre	Post	2.45	DOWN	28.88	0.0387686	
CGI_10026014	.	Pre	Post	2.45	UP	49.58	0.418063	
CGI_10026219	.	Pre	Post	2.45	DOWN	338.35	0.119819	
CGI_10026902	.	Pre	Post	2.45	DOWN	7.41	0.458062	
CGI_10028027	.	Pre	Post	2.45	DOWN	25.62	0.0735335	
CGI_10028087	.	Pre	Post	2.45	DOWN	4.31	0.583598	
XLOC_000735	-	Pre	Post	2.45	DOWN	4.31	0.83791	
XLOC_000921	-	Pre	Post	2.45	DOWN	72.17	0.629485	
XLOC_000937	-	Pre	Post	2.45	UP	8.43	0.438549	
XLOC_003743	-	Pre	Post	2.45	UP	702.93	0.0274146	
XLOC_005878	-	Pre	Post	2.45	DOWN	2.45	0.68076	
XLOC_008627	-	Pre	Post	2.45	UP	3.15	0.562337	
XLOC_009133	-	Pre	Post	2.45	UP	13.11	0.679103	
XLOC_009666	CGI_10005194	Pre	Post	2.45	UP	4.55	0.694269	
XLOC_014807	-	Pre	Post	2.45	UP	72.06	0.352345	
XLOC_022521	CGI_10004858	Pre	Post	2.45	DOWN	3.10	0.763444	
XLOC_023640	CGI_10006113	Pre	Post	2.45	DOWN	2.69	0.700915	
XLOC_023676	-	Pre	Post	2.45	DOWN	12.49	0.405339	
XLOC_025949	CGI_10010412	Pre	Post	2.45	UP	6.52	0.575303	
XLOC_025990	-	Pre	Post	2.45	DOWN	5.70	0.32753	
XLOC_028151	-	Pre	Post	2.45	UP	37.14	0.230722	
XLOC_032242	-	Pre	Post	2.45	UP	3.04	0.559845	
XLOC_032882	-	Pre	Post	2.45	UP	79.85	0.203574	
XLOC_034668	CGI_10022179	Pre	Post	2.45	DOWN	33.18	0.633954	
CGI_10000951	.	Pre	Post	2.44	UP	5.78	0.423315	
CGI_10001538	.	Pre	Post	2.44	DOWN	454.28	0.0367095	
CGI_10002145	.	Pre	Post	2.44	UP	1.97	0.642185	
CGI_10002265	.	Pre	Post	2.44	DOWN	9.47	0.502395	
CGI_10002361	.	Pre	Post	2.44	UP	395.43	0.0249538	
CGI_10003697	.	Pre	Post	2.44	DOWN	11.72	0.339967	
CGI_10005663	.	Pre	Post	2.44	DOWN	5.08	0.364317	
CGI_10006079	.	Pre	Post	2.44	DOWN	2.96	0.638941	
CGI_10008482	.	Pre	Post	2.44	DOWN	12.24	0.169042	
CGI_10011320	.	Pre	Post	2.44	UP	4.68	0.485727	
CGI_10012011	.	Pre	Post	2.44	DOWN	300.06	0.127603	
CGI_10013519	.	Pre	Post	2.44	DOWN	4.65	0.584114	
CGI_10013634	.	Pre	Post	2.44	UP	90.91	0.291558	
CGI_10014309	.	Pre	Post	2.44	DOWN	8.66	0.492391	
CGI_10015509	.	Pre	Post	2.44	UP	19.72	0.235742	
CGI_10016323	.	Pre	Post	2.44	DOWN	20.64	0.0613446	
CGI_10017512	.	Pre	Post	2.44	UP	2.57	0.46664	
CGI_10019570	.	Pre	Post	2.44	DOWN	214.81	0.0730938	
CGI_10020661	.	Pre	Post	2.44	DOWN	11.94	0.604257	
CGI_10022277	.	Pre	Post	2.44	UP	53.30	0.0522998	
CGI_10024367	.	Pre	Post	2.44	UP	35.96	0.241998	
CGI_10024539	.	Pre	Post	2.44	UP	57.48	0.0491392	
CGI_10024643	.	Pre	Post	2.44	DOWN	5.36	0.333967	
CGI_10026739	.	Pre	Post	2.44	DOWN	450.21	0.203574	
CGI_10026994	.	Pre	Post	2.44	UP	105.96	0.101473	
CGI_10028815	.	Pre	Post	2.44	UP	1.92	0.391769	
XLOC_000774	-	Pre	Post	2.44	UP	3.45	0.380547	
XLOC_001733	-	Pre	Post	2.44	UP	192.32	0.534062	
XLOC_002227	-	Pre	Post	2.44	DOWN	27.34	0.355862	
XLOC_005311	-	Pre	Post	2.44	UP	7.61	0.279311	
XLOC_006829	-	Pre	Post	2.44	UP	50.31	0.540691	
XLOC_011483	-	Pre	Post	2.44	DOWN	299.62	0.506349	
XLOC_018412	CGI_10021798	Pre	Post	2.44	UP	2.72	0.384665	
XLOC_018446	-	Pre	Post	2.44	DOWN	42.60	0.861	
XLOC_022052	-	Pre	Post	2.44	DOWN	9.11	0.311582	
XLOC_023044	-	Pre	Post	2.44	UP	4.85	0.440903	
XLOC_023062	-	Pre	Post	2.44	DOWN	5.44	0.692887	
XLOC_024944	CGI_10008374	Pre	Post	2.44	UP	43.81	0.77196	
XLOC_025357	CGI_10009207	Pre	Post	2.44	DOWN	1.34	0.789677	
XLOC_025722	-	Pre	Post	2.44	DOWN	20.64	0.649667	
XLOC_032412	-	Pre	Post	2.44	UP	3.75	0.654316	
CGI_10001183	.	Pre	Post	2.43	UP	2.21	0.49893	
CGI_10001653	.	Pre	Post	2.43	DOWN	680.23	0.248407	
CGI_10003035	.	Pre	Post	2.43	UP	35.15	0.335797	
CGI_10003301	.	Pre	Post	2.43	DOWN	9.53	0.290381	
CGI_10003542	.	Pre	Post	2.43	DOWN	5.32	0.0704376	
CGI_10003929	.	Pre	Post	2.43	UP	47.78	0.36036	
CGI_10003968	.	Pre	Post	2.43	DOWN	25.38	0.425839	
CGI_10004361	.	Pre	Post	2.43	DOWN	26.31	0.0495084	
CGI_10005392	.	Pre	Post	2.43	DOWN	88.71	0.282414	
CGI_10005632	.	Pre	Post	2.43	UP	12.67	0.298383	
CGI_10006183	.	Pre	Post	2.43	DOWN	129.54	0.165183	
CGI_10007198	.	Pre	Post	2.43	DOWN	6.36	0.26712	
CGI_10010970	.	Pre	Post	2.43	DOWN	3.08	0.870115	
CGI_10011254	.	Pre	Post	2.43	DOWN	3.67	0.440514	
CGI_10011540	.	Pre	Post	2.43	DOWN	2606.69	0.827478	
CGI_10011819	.	Pre	Post	2.43	DOWN	759.67	0.0951647	
CGI_10011956	.	Pre	Post	2.43	DOWN	6.63	0.156423	
CGI_10012335	.	Pre	Post	2.43	DOWN	75.47	0.18547	
CGI_10013708	.	Pre	Post	2.43	UP	3.28	0.510121	
CGI_10014869	.	Pre	Post	2.43	DOWN	12.35	0.192598	
CGI_10016748	.	Pre	Post	2.43	UP	3.90	0.484958	
CGI_10016992	.	Pre	Post	2.43	DOWN	2.50	0.422019	
CGI_10017693	.	Pre	Post	2.43	UP	516.35	0.393666	
CGI_10017737	.	Pre	Post	2.43	UP	45.70	0.243996	
CGI_10018622	.	Pre	Post	2.43	UP	7.10	0.45094	
CGI_10018628	.	Pre	Post	2.43	UP	29.71	0.111394	
CGI_10019386	.	Pre	Post	2.43	DOWN	13.06	0.377118	
CGI_10019649	.	Pre	Post	2.43	DOWN	10.27	0.127979	
CGI_10019933	.	Pre	Post	2.43	DOWN	66.20	0.0174366	
CGI_10021073	.	Pre	Post	2.43	DOWN	9.25	0.0958482	
CGI_10021706	.	Pre	Post	2.43	DOWN	14.75	0.267657	
CGI_10021985	.	Pre	Post	2.43	DOWN	19.48	0.218776	
CGI_10023986	.	Pre	Post	2.43	UP	11.30	0.247138	
CGI_10025270	.	Pre	Post	2.43	UP	21.17	0.0988692	
CGI_10025416	.	Pre	Post	2.43	UP	15.37	0.123433	
CGI_10027813	.	Pre	Post	2.43	UP	9.59	0.254543	
XLOC_002908	-	Pre	Post	2.43	DOWN	287.30	0.71277	
XLOC_003210	CGI_10022113	Pre	Post	2.43	UP	38.21	0.276705	
XLOC_004561	-	Pre	Post	2.43	DOWN	6.39	0.673607	
XLOC_005192	CGI_10009998	Pre	Post	2.43	DOWN	405.48	0.0751688	
XLOC_005277	-	Pre	Post	2.43	UP	29.63	0.276705	
XLOC_007233	-	Pre	Post	2.43	DOWN	1.89	0.612272	
XLOC_007290	-	Pre	Post	2.43	DOWN	5.09	0.410793	
XLOC_010218	-	Pre	Post	2.43	DOWN	64.88	0.026909	
XLOC_014333	-	Pre	Post	2.43	UP	2.75	0.630819	
XLOC_016341	CGI_10018282	Pre	Post	2.43	DOWN	1.65	0.783302	
XLOC_016535	-	Pre	Post	2.43	DOWN	8.05	0.732958	
XLOC_017906	CGI_10025962	Pre	Post	2.43	DOWN	1.95	0.659035	
XLOC_022217	-	Pre	Post	2.43	UP	6.15	0.575612	
XLOC_022662	CGI_10004992	Pre	Post	2.43	UP	6.44	0.808612	
XLOC_025362	CGI_10009113	Pre	Post	2.43	UP	22.05	0.0430817	
XLOC_025451	-	Pre	Post	2.43	DOWN	3.64	0.729413	
XLOC_025717	-	Pre	Post	2.43	UP	16.69	0.453327	
XLOC_026004	-	Pre	Post	2.43	UP	17.91	0.424976	
XLOC_028138	CGI_10024177	Pre	Post	2.43	UP	6.01	0.399951	
XLOC_031568	-	Pre	Post	2.43	UP	3.87	0.620007	
XLOC_032140	-	Pre	Post	2.43	UP	23.36	0.555067	
CGI_10002250	.	Pre	Post	2.42	UP	9.41	0.341582	
CGI_10002666	.	Pre	Post	2.42	UP	14.00	0.087335	
CGI_10005726	.	Pre	Post	2.42	UP	2.64	0.36237	
CGI_10006923	.	Pre	Post	2.42	UP	127.93	0.0377813	
CGI_10007888	.	Pre	Post	2.42	DOWN	11.05	0.475576	
CGI_10008676	.	Pre	Post	2.42	DOWN	5.28	0.324896	
CGI_10010237	.	Pre	Post	2.42	UP	15.85	0.311231	
CGI_10012803	.	Pre	Post	2.42	DOWN	2.01	0.636908	
CGI_10014014	.	Pre	Post	2.42	UP	6.34	0.268729	
CGI_10014316	.	Pre	Post	2.42	UP	7.15	0.233648	
CGI_10015329	.	Pre	Post	2.42	UP	3.16	0.48238	
CGI_10015629	.	Pre	Post	2.42	DOWN	3.98	0.2912	
CGI_10016159	.	Pre	Post	2.42	DOWN	10.25	0.769724	
CGI_10016964	.	Pre	Post	2.42	DOWN	226.61	0.0568578	
CGI_10017582	.	Pre	Post	2.42	UP	3581.05	0.361576	
CGI_10017782	.	Pre	Post	2.42	UP	2.97	0.390901	
CGI_10018024	.	Pre	Post	2.42	UP	7.41	0.686303	
CGI_10019232	.	Pre	Post	2.42	DOWN	573.06	0.0841691	
CGI_10019240	.	Pre	Post	2.42	DOWN	71.75	0.0214053	
CGI_10021016	.	Pre	Post	2.42	UP	6.14	0.479741	
CGI_10021358	.	Pre	Post	2.42	DOWN	49.87	0.218644	
CGI_10021909	.	Pre	Post	2.42	UP	17.71	0.250853	
CGI_10022322	.	Pre	Post	2.42	DOWN	2.62	0.228983	
CGI_10022466	.	Pre	Post	2.42	UP	2.18	0.551998	
CGI_10022571	.	Pre	Post	2.42	DOWN	19.55	0.459455	
CGI_10023501	.	Pre	Post	2.42	UP	5.99	0.258589	
CGI_10024036	.	Pre	Post	2.42	UP	25.07	0.133884	
CGI_10025484	.	Pre	Post	2.42	UP	8.92	0.195736	
CGI_10025527	.	Pre	Post	2.42	UP	11.57	0.207243	
CGI_10025806	.	Pre	Post	2.42	DOWN	25.80	0.0274146	
CGI_10026535	.	Pre	Post	2.42	DOWN	40.19	0.0264076	
CGI_10027949	.	Pre	Post	2.42	DOWN	2.58	0.87961	
CGI_10028132	.	Pre	Post	2.42	UP	6.00	0.382295	
XLOC_000230	-	Pre	Post	2.42	DOWN	79.63	0.209511	
XLOC_001153	-	Pre	Post	2.42	DOWN	1.57	0.843532	
XLOC_001922	-	Pre	Post	2.42	UP	54.13	0.202203	
XLOC_003897	-	Pre	Post	2.42	DOWN	4.36	0.491002	
XLOC_005396	CGI_10010046	Pre	Post	2.42	DOWN	77.07	0.083851	
XLOC_006211	-	Pre	Post	2.42	UP	18.65	0.758386	
XLOC_008251	-	Pre	Post	2.42	UP	4.42	0.408943	
XLOC_010215	-	Pre	Post	2.42	UP	4.11	0.43696	
XLOC_011938	-	Pre	Post	2.42	UP	46.43	0.384007	
XLOC_012259	-	Pre	Post	2.42	UP	18.61	0.591367	
XLOC_016551	CGI_10017010	Pre	Post	2.42	DOWN	20.58	0.46664	
XLOC_019326	-	Pre	Post	2.42	UP	17.45	0.475958	
XLOC_025759	-	Pre	Post	2.42	UP	4.19	0.500338	
XLOC_027385	-	Pre	Post	2.42	UP	41.71	0.758386	
XLOC_029374	-	Pre	Post	2.42	DOWN	3.37	0.270339	
XLOC_030815	-	Pre	Post	2.42	DOWN	5.12	0.546397	
XLOC_034511	-	Pre	Post	2.42	UP	183.41	0.106599	
XLOC_035943	-	Pre	Post	2.42	DOWN	15.99	0.363736	
CGI_10000226	.	Pre	Post	2.41	UP	13.97	0.390901	
CGI_10000683	.	Pre	Post	2.41	UP	21.81	0.190281	
CGI_10004652	.	Pre	Post	2.41	DOWN	42.24	0.0206627	
CGI_10004925	.	Pre	Post	2.41	DOWN	12.58	0.0958482	
CGI_10005237	.	Pre	Post	2.41	DOWN	1902.91	0.0242748	
CGI_10005692	.	Pre	Post	2.41	DOWN	6.25	0.12984	
CGI_10005932	.	Pre	Post	2.41	UP	5.74	0.629827	
CGI_10006837	.	Pre	Post	2.41	DOWN	61.00	0.146245	
CGI_10007308	.	Pre	Post	2.41	UP	4.51	0.319128	
CGI_10007529	.	Pre	Post	2.41	DOWN	182.81	0.0182498	
CGI_10007563	.	Pre	Post	2.41	DOWN	19.61	0.439904	
CGI_10008884	.	Pre	Post	2.41	UP	12.66	0.341461	
CGI_10009496	.	Pre	Post	2.41	UP	1.75	0.368642	
CGI_10010549	.	Pre	Post	2.41	UP	4.31	0.673169	
CGI_10012304	.	Pre	Post	2.41	DOWN	13.58	0.142293	
CGI_10012478	.	Pre	Post	2.41	DOWN	2.84	0.334981	
CGI_10012753	.	Pre	Post	2.41	UP	8.15	0.264087	
CGI_10013678	.	Pre	Post	2.41	DOWN	51.39	0.0249538	
CGI_10013755	.	Pre	Post	2.41	UP	6.91	0.192267	
CGI_10014056	.	Pre	Post	2.41	DOWN	7.36	0.119911	
CGI_10014264	.	Pre	Post	2.41	DOWN	5.77	0.188926	
CGI_10014958	.	Pre	Post	2.41	UP	28.70	0.222869	
CGI_10015377	.	Pre	Post	2.41	UP	117.86	0.104505	
CGI_10018128	.	Pre	Post	2.41	UP	11.68	0.220604	
CGI_10018733	.	Pre	Post	2.41	UP	46.74	0.196641	
CGI_10019314	.	Pre	Post	2.41	UP	43.20	0.0452421	
CGI_10019434	.	Pre	Post	2.41	DOWN	3.36	0.341805	
CGI_10019909	.	Pre	Post	2.41	DOWN	5.04	0.542507	
CGI_10021859	.	Pre	Post	2.41	UP	9.85	0.255539	
CGI_10022452	.	Pre	Post	2.41	UP	340.82	0.115925	
CGI_10022651	.	Pre	Post	2.41	DOWN	333.87	0.0317582	
CGI_10022789	.	Pre	Post	2.41	UP	8.50	0.200193	
CGI_10023153	.	Pre	Post	2.41	DOWN	5.24	0.598709	
CGI_10023977	.	Pre	Post	2.41	UP	7.86	0.359613	
CGI_10024094	.	Pre	Post	2.41	UP	115.59	0.0425008	
CGI_10024223	.	Pre	Post	2.41	UP	5.37	0.180864	
CGI_10024253	.	Pre	Post	2.41	UP	79.13	0.256627	
CGI_10024527	.	Pre	Post	2.41	UP	8.70	0.500532	
CGI_10025608	.	Pre	Post	2.41	DOWN	28.53	0.282414	
CGI_10026018	.	Pre	Post	2.41	DOWN	3.05	0.531474	
CGI_10026660	.	Pre	Post	2.41	DOWN	2.09	0.614418	
CGI_10027188	.	Pre	Post	2.41	UP	21.77	0.236629	
CGI_10027412	.	Pre	Post	2.41	DOWN	5.08	0.496621	
CGI_10027697	.	Pre	Post	2.41	DOWN	76.64	0.0809466	
CGI_10028550	.	Pre	Post	2.41	UP	10.86	0.339172	
XLOC_000005	-	Pre	Post	2.41	UP	278.37	0.364317	
XLOC_000275	-	Pre	Post	2.41	DOWN	9.65	0.431785	
XLOC_000691	-	Pre	Post	2.41	DOWN	20.35	0.383596	
XLOC_004673	tRNA-Ser	Pre	Post	2.41	UP	10.13	0.627606	
XLOC_006219	CGI_10015874	Pre	Post	2.41	DOWN	6.06	0.786437	
XLOC_008916	-	Pre	Post	2.41	UP	109.27	0.430904	
XLOC_009683	-	Pre	Post	2.41	UP	2.14	0.570432	
XLOC_013442	CGI_10007298	Pre	Post	2.41	UP	3.45	0.720775	
XLOC_015771	-	Pre	Post	2.41	UP	40.31	0.0613446	
XLOC_018468	-	Pre	Post	2.41	UP	76.26	0.26701	
XLOC_020902	-	Pre	Post	2.41	UP	7.12	0.321955	
XLOC_023142	-	Pre	Post	2.41	DOWN	2.40	0.882428	
XLOC_023232	-	Pre	Post	2.41	DOWN	6.31	0.487575	
XLOC_025821	-	Pre	Post	2.41	UP	3.90	0.598709	
XLOC_027634	-	Pre	Post	2.41	UP	5.21	0.544376	
XLOC_028208	CGI_10020238	Pre	Post	2.41	UP	35.03	0.543052	
XLOC_029231	-	Pre	Post	2.41	UP	17.02	0.605158	
XLOC_032798	CGI_10022208	Pre	Post	2.41	UP	15.17	0.472895	
CGI_10000912	.	Pre	Post	2.40	UP	2.74	0.339601	
CGI_10002446	.	Pre	Post	2.40	DOWN	183.74	0.101797	
CGI_10003270	.	Pre	Post	2.40	DOWN	45.84	0.0869193	
CGI_10006329	.	Pre	Post	2.40	DOWN	7.52	0.194347	
CGI_10006447	.	Pre	Post	2.40	UP	34.06	0.338818	
CGI_10006735	.	Pre	Post	2.40	DOWN	2.20	0.672832	
CGI_10007048	.	Pre	Post	2.40	UP	18.15	0.164975	
CGI_10011212	.	Pre	Post	2.40	DOWN	3.11	0.265296	
CGI_10012691	.	Pre	Post	2.40	UP	10.12	0.851992	
CGI_10012938	.	Pre	Post	2.40	UP	3.67	0.654103	
CGI_10013483	.	Pre	Post	2.40	UP	18.19	0.101473	
CGI_10014574	.	Pre	Post	2.40	DOWN	127.65	0.026909	
CGI_10017715	.	Pre	Post	2.40	UP	9.27	0.240131	
CGI_10019820	.	Pre	Post	2.40	DOWN	27.88	0.0660123	
CGI_10020114	.	Pre	Post	2.40	DOWN	1.97	0.468487	
CGI_10020369	.	Pre	Post	2.40	DOWN	4.10	0.39171	
CGI_10020693	.	Pre	Post	2.40	UP	10.41	0.350578	
CGI_10020963	.	Pre	Post	2.40	DOWN	17.90	0.0948944	
CGI_10021843	.	Pre	Post	2.40	DOWN	33.57	0.19621	
CGI_10022040	.	Pre	Post	2.40	UP	23.54	0.12984	
CGI_10022435	.	Pre	Post	2.40	DOWN	10.11	0.245443	
CGI_10022792	.	Pre	Post	2.40	DOWN	5.88	0.250253	
CGI_10023292	.	Pre	Post	2.40	DOWN	44.15	0.0284851	
CGI_10024260	.	Pre	Post	2.40	DOWN	8.99	0.123433	
CGI_10025542	.	Pre	Post	2.40	DOWN	1.86	0.393085	
CGI_10025912	.	Pre	Post	2.40	UP	10.44	0.0399326	
CGI_10027110	.	Pre	Post	2.40	DOWN	10.27	0.396342	
CGI_10027668	.	Pre	Post	2.40	DOWN	5.82	0.648872	
CGI_10028309	.	Pre	Post	2.40	UP	11.58	0.14981	
XLOC_000170	-	Pre	Post	2.40	UP	98.07	0.249252	
XLOC_000576	-	Pre	Post	2.40	DOWN	32.36	0.219405	
XLOC_001428	-	Pre	Post	2.40	UP	38.95	0.731832	
XLOC_003494	-	Pre	Post	2.40	UP	8.05	0.578306	
XLOC_006355	-	Pre	Post	2.40	UP	32.14	0.217774	
XLOC_010231	CGI_10027167	Pre	Post	2.40	DOWN	34.31	0.476188	
XLOC_019449	-	Pre	Post	2.40	UP	8.27	0.389608	
XLOC_023785	-	Pre	Post	2.40	UP	6.44	0.51293	
XLOC_024525	-	Pre	Post	2.40	DOWN	6.06	0.483135	
XLOC_025306	-	Pre	Post	2.40	DOWN	7.61	0.479019	
XLOC_025645	-	Pre	Post	2.40	UP	180.19	0.563658	
XLOC_025735	-	Pre	Post	2.40	DOWN	5.49	0.708172	
XLOC_026418	CGI_10011815	Pre	Post	2.40	UP	2.89	0.499569	
XLOC_026919	-	Pre	Post	2.40	UP	34.24	0.0639012	
XLOC_028505	CGI_10027512	Pre	Post	2.40	DOWN	18.34	0.0877114	
XLOC_029267	CGI_10023660	Pre	Post	2.40	DOWN	25.17	0.278453	
XLOC_029573	-	Pre	Post	2.40	UP	15.37	0.197909	
XLOC_030382	-	Pre	Post	2.40	DOWN	13.07	0.609904	
XLOC_031246	-	Pre	Post	2.40	UP	7.97	0.414613	
XLOC_031883	-	Pre	Post	2.40	UP	163.19	0.563814	
XLOC_036044	-	Pre	Post	2.40	DOWN	103.06	0.459922	
CGI_10001284	.	Pre	Post	2.39	DOWN	5.02	0.860707	
CGI_10003014	.	Pre	Post	2.39	UP	3.12	0.353588	
CGI_10004293	.	Pre	Post	2.39	UP	21.79	0.150337	
CGI_10005475	.	Pre	Post	2.39	UP	11.00	0.330712	
CGI_10008469	.	Pre	Post	2.39	DOWN	176.93	0.0560135	
CGI_10009061	.	Pre	Post	2.39	DOWN	25.39	0.602356	
CGI_10009075	.	Pre	Post	2.39	UP	22.73	0.402133	
CGI_10009955	.	Pre	Post	2.39	UP	7.91	0.534399	
CGI_10010236	.	Pre	Post	2.39	DOWN	43.20	0.0899815	
CGI_10011686	.	Pre	Post	2.39	DOWN	11.86	0.0636358	
CGI_10015138	.	Pre	Post	2.39	DOWN	9.59	0.105713	
CGI_10015694	.	Pre	Post	2.39	DOWN	2.24	0.46812	
CGI_10016085	.	Pre	Post	2.39	UP	7.76	0.320525	
CGI_10016388	.	Pre	Post	2.39	DOWN	22.98	0.240075	
CGI_10016415	.	Pre	Post	2.39	DOWN	3.19	0.46664	
CGI_10016437	.	Pre	Post	2.39	DOWN	4.95	0.157575	
CGI_10017169	.	Pre	Post	2.39	UP	319.25	0.140841	
CGI_10018688	.	Pre	Post	2.39	UP	5.44	0.711982	
CGI_10019780	.	Pre	Post	2.39	DOWN	12.87	0.176685	
CGI_10020492	.	Pre	Post	2.39	UP	13.13	0.426836	
CGI_10021169	.	Pre	Post	2.39	DOWN	86.42	0.103557	
CGI_10021546	.	Pre	Post	2.39	UP	30.23	0.170286	
CGI_10022509	.	Pre	Post	2.39	DOWN	9.44	0.462774	
CGI_10023930	.	Pre	Post	2.39	DOWN	29.85	0.0664605	
CGI_10026336	.	Pre	Post	2.39	DOWN	22.60	0.0694315	
CGI_10026365	.	Pre	Post	2.39	UP	24.93	0.164766	
CGI_10026437	.	Pre	Post	2.39	DOWN	20.80	0.269233	
CGI_10027658	.	Pre	Post	2.39	DOWN	34.84	0.0551849	
CGI_10028171	.	Pre	Post	2.39	DOWN	16.47	0.134474	
CGI_10028627	.	Pre	Post	2.39	DOWN	9.24	0.189266	
XLOC_002020	-	Pre	Post	2.39	UP	4.20	0.804573	
XLOC_002372	-	Pre	Post	2.39	DOWN	9.68	0.666893	
XLOC_003993	-	Pre	Post	2.39	DOWN	30.61	0.733555	
XLOC_006605	-	Pre	Post	2.39	UP	5.13	0.189096	
XLOC_012197	-	Pre	Post	2.39	UP	17.63	0.0902326	
XLOC_012416	-	Pre	Post	2.39	DOWN	23.43	0.205127	
XLOC_015066	-	Pre	Post	2.39	UP	5.56	0.303419	
XLOC_016821	CGI_10020660	Pre	Post	2.39	DOWN	8.72	0.478786	
XLOC_017071	-	Pre	Post	2.39	UP	8.92	0.237504	
XLOC_019881	-	Pre	Post	2.39	DOWN	7.03	0.850369	
XLOC_023590	-	Pre	Post	2.39	DOWN	5.82	0.315067	
XLOC_023675	-	Pre	Post	2.39	UP	77.75	0.313592	
XLOC_026232	-	Pre	Post	2.39	DOWN	18.96	0.30401	
XLOC_028911	-	Pre	Post	2.39	UP	55.60	0.0495084	
XLOC_035672	CGI_10009732	Pre	Post	2.39	DOWN	2.55	0.873117	
CGI_10002528	.	Pre	Post	2.38	DOWN	3.19	0.375902	
CGI_10003342	.	Pre	Post	2.38	UP	33.00	0.136354	
CGI_10003862	.	Pre	Post	2.38	UP	2.68	0.524092	
CGI_10005730	.	Pre	Post	2.38	DOWN	16.42	0.222155	
CGI_10007369	.	Pre	Post	2.38	UP	51.39	0.137931	
CGI_10009164	.	Pre	Post	2.38	UP	1404.07	0.0425008	
CGI_10009425	.	Pre	Post	2.38	DOWN	7.01	0.176964	
CGI_10010455	.	Pre	Post	2.38	DOWN	2.13	0.598211	
CGI_10010587	.	Pre	Post	2.38	DOWN	1211.67	0.0697234	
CGI_10010825	.	Pre	Post	2.38	UP	5.11	0.285032	
CGI_10011487	.	Pre	Post	2.38	UP	5.71	0.28974	
CGI_10012077	.	Pre	Post	2.38	DOWN	194.24	0.0763492	
CGI_10013252	.	Pre	Post	2.38	UP	2.18	0.487673	
CGI_10013693	.	Pre	Post	2.38	DOWN	73.44	0.0467212	
CGI_10014069	.	Pre	Post	2.38	UP	11.14	0.297252	
CGI_10016529	.	Pre	Post	2.38	UP	7.98	0.408943	
CGI_10017012	.	Pre	Post	2.38	UP	26.86	0.236629	
CGI_10017160	.	Pre	Post	2.38	DOWN	2.26	0.369877	
CGI_10017660	.	Pre	Post	2.38	UP	2.32	0.581455	
CGI_10018216	.	Pre	Post	2.38	UP	165.98	0.19446	
CGI_10018909	.	Pre	Post	2.38	DOWN	2.46	0.509627	
CGI_10018942	.	Pre	Post	2.38	DOWN	1.88	0.337278	
CGI_10019711	.	Pre	Post	2.38	DOWN	16.45	0.0372623	
CGI_10019847	.	Pre	Post	2.38	DOWN	11.36	0.47754	
CGI_10021007	.	Pre	Post	2.38	DOWN	2.88	0.44219	
CGI_10021323	.	Pre	Post	2.38	UP	27.95	0.105173	
CGI_10022436	.	Pre	Post	2.38	DOWN	26.00	0.134157	
CGI_10023611	.	Pre	Post	2.38	UP	42.81	0.0841691	
CGI_10024741	.	Pre	Post	2.38	UP	1.63	0.528009	
CGI_10025604	.	Pre	Post	2.38	DOWN	14.29	0.0419952	
CGI_10025756	.	Pre	Post	2.38	UP	32.78	0.227103	
CGI_10026082	.	Pre	Post	2.38	DOWN	81.12	0.157095	
CGI_10028674	.	Pre	Post	2.38	DOWN	89.95	0.210478	
XLOC_000821	-	Pre	Post	2.38	DOWN	3.09	0.604779	
XLOC_001055	-	Pre	Post	2.38	UP	28.96	0.283358	
XLOC_001996	-	Pre	Post	2.38	UP	37.45	0.361891	
XLOC_006771	-	Pre	Post	2.38	UP	13.71	0.639612	
XLOC_007839	-	Pre	Post	2.38	UP	36.56	0.642507	
XLOC_008093	CGI_10013822,CGI_10013824	Pre	Post	2.38	UP	16.86	0.534889	
XLOC_012333	-	Pre	Post	2.38	DOWN	35.90	0.0789308	
XLOC_014334	-	Pre	Post	2.38	UP	6.99	0.572811	
XLOC_015022	CGI_10027790,CGI_10027792	Pre	Post	2.38	UP	22.59	0.414315	
XLOC_021440	CGI_10021174	Pre	Post	2.38	UP	4.15	0.844728	
XLOC_021547	-	Pre	Post	2.38	UP	5.39	0.24996	
XLOC_022214	CGI_10004456	Pre	Post	2.38	UP	6.85	0.510103	
XLOC_027715	-	Pre	Post	2.38	UP	15.13	0.174648	
XLOC_031117	-	Pre	Post	2.38	DOWN	42.96	0.677059	
XLOC_031173	CGI_10017280	Pre	Post	2.38	UP	161.45	0.254771	
CGI_10000129	.	Pre	Post	2.37	UP	29.50	0.419852	
CGI_10001446	.	Pre	Post	2.37	DOWN	49.82	0.0341942	
CGI_10002161	.	Pre	Post	2.37	UP	10.21	0.407648	
CGI_10004221	.	Pre	Post	2.37	UP	8.64	0.267442	
CGI_10004858	.	Pre	Post	2.37	DOWN	7.01	0.583813	
CGI_10004951	.	Pre	Post	2.37	UP	5.26	0.680951	
CGI_10006385	.	Pre	Post	2.37	DOWN	21.48	0.0780991	
