gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
CGI_10009285	.	Pre	Post	1.17	UP	16.19	0.91025	
CGI_10009394	.	Pre	Post	1.17	DOWN	25.68	0.807854	
CGI_10009400	.	Pre	Post	1.17	DOWN	17.20	0.935735	
CGI_10009662	.	Pre	Post	1.17	UP	10.12	0.868953	
CGI_10009681	.	Pre	Post	1.17	DOWN	25.78	0.820754	
CGI_10009847	.	Pre	Post	1.17	DOWN	792.07	0.806985	
CGI_10010206	.	Pre	Post	1.17	DOWN	88.29	0.796138	
CGI_10010779	.	Pre	Post	1.17	UP	21.10	0.822811	
CGI_10010985	.	Pre	Post	1.17	DOWN	22.81	0.825905	
CGI_10011217	.	Pre	Post	1.17	DOWN	14.17	0.910792	
CGI_10011788	.	Pre	Post	1.17	UP	11.90	0.834248	
CGI_10011899	.	Pre	Post	1.17	UP	110.62	0.842604	
CGI_10011966	.	Pre	Post	1.17	UP	3.54	0.88193	
CGI_10012002	.	Pre	Post	1.17	UP	11184.32	0.825803	
CGI_10012010	.	Pre	Post	1.17	UP	9.59	0.821716	
CGI_10012085	.	Pre	Post	1.17	DOWN	8.54	0.838407	
CGI_10012310	.	Pre	Post	1.17	UP	6.97	0.849203	
CGI_10013529	.	Pre	Post	1.17	DOWN	4.95	0.965646	
CGI_10013923	.	Pre	Post	1.17	DOWN	1.96	0.834127	
CGI_10013963	.	Pre	Post	1.17	UP	15.93	0.847694	
CGI_10014068	.	Pre	Post	1.17	UP	26.11	0.831124	
CGI_10014226	.	Pre	Post	1.17	UP	100.26	0.82731	
CGI_10014503	.	Pre	Post	1.17	DOWN	26.73	0.783696	
CGI_10015002	.	Pre	Post	1.17	UP	16.63	0.872094	
CGI_10015380	.	Pre	Post	1.17	DOWN	8.24	0.938832	
CGI_10016237	.	Pre	Post	1.17	DOWN	17.01	0.870793	
CGI_10016882	.	Pre	Post	1.17	DOWN	49.39	0.80191	
CGI_10017550	.	Pre	Post	1.17	UP	7.28	0.849618	
CGI_10017658	.	Pre	Post	1.17	UP	65.81	0.869721	
CGI_10017862	.	Pre	Post	1.17	UP	27.38	0.830162	
CGI_10017958	SOD	Pre	Post	1.17	UP	242.59	0.78739	
CGI_10018074	.	Pre	Post	1.17	DOWN	133.52	0.793363	
CGI_10018531	.	Pre	Post	1.17	UP	128.92	0.763959	
CGI_10018791	.	Pre	Post	1.17	DOWN	46.08	0.86873	
CGI_10019064	.	Pre	Post	1.17	UP	27.76	0.789013	
CGI_10019395	.	Pre	Post	1.17	DOWN	4.11	0.915648	
CGI_10019422	.	Pre	Post	1.17	DOWN	1.70	0.941249	
CGI_10019429	.	Pre	Post	1.17	DOWN	10.46	0.815092	
CGI_10019856	.	Pre	Post	1.17	UP	2.61	0.88305	
CGI_10020076	.	Pre	Post	1.17	DOWN	9.51	0.951108	
CGI_10020160	.	Pre	Post	1.17	UP	480.54	0.788885	
CGI_10020352	.	Pre	Post	1.17	DOWN	4.26	0.901793	
CGI_10020609	.	Pre	Post	1.17	UP	654.48	0.808367	
CGI_10021019	.	Pre	Post	1.17	UP	18.04	0.819525	
CGI_10021434	.	Pre	Post	1.17	UP	8.37	0.857288	
CGI_10021466	.	Pre	Post	1.17	UP	19.13	0.812769	
CGI_10021580	.	Pre	Post	1.17	UP	28.79	0.887251	
CGI_10021752	.	Pre	Post	1.17	DOWN	27.37	0.802497	
CGI_10022078	.	Pre	Post	1.17	UP	6.41	0.859659	
CGI_10022110	.	Pre	Post	1.17	DOWN	10.92	0.899808	
CGI_10022317	.	Pre	Post	1.17	DOWN	7.85	0.880773	
CGI_10022914	.	Pre	Post	1.17	UP	4.82	0.855102	
CGI_10023224	.	Pre	Post	1.17	DOWN	1.89	0.914577	
CGI_10023337	.	Pre	Post	1.17	UP	99.09	0.805777	
CGI_10023512	.	Pre	Post	1.17	DOWN	164.33	0.834127	
CGI_10023517	.	Pre	Post	1.17	UP	26.82	0.805867	
CGI_10023631	.	Pre	Post	1.17	DOWN	3.91	0.862771	
CGI_10023634	.	Pre	Post	1.17	UP	17.30	0.82731	
CGI_10023649	.	Pre	Post	1.17	UP	14.34	0.805704	
CGI_10023684	.	Pre	Post	1.17	DOWN	95.00	0.772289	
CGI_10023771	.	Pre	Post	1.17	UP	68.56	0.940091	
CGI_10024281	.	Pre	Post	1.17	UP	5.55	0.870115	
CGI_10024322	.	Pre	Post	1.17	DOWN	27.98	0.840971	
CGI_10024404	.	Pre	Post	1.17	DOWN	68.20	0.870287	
CGI_10025221	.	Pre	Post	1.17	UP	5.38	0.843886	
CGI_10025265	.	Pre	Post	1.17	UP	182.86	0.771156	
CGI_10025269	.	Pre	Post	1.17	UP	8.78	0.837294	
CGI_10025271	.	Pre	Post	1.17	UP	59.65	0.818729	
CGI_10025526	.	Pre	Post	1.17	UP	11.53	0.868945	
CGI_10026028	.	Pre	Post	1.17	DOWN	7.54	0.887729	
CGI_10026186	.	Pre	Post	1.17	UP	291.19	0.798779	
CGI_10026402	.	Pre	Post	1.17	UP	32.71	0.777474	
CGI_10026945	.	Pre	Post	1.17	UP	6.84	0.885824	
CGI_10027101	.	Pre	Post	1.17	UP	20.09	0.792799	
CGI_10027212	.	Pre	Post	1.17	DOWN	17.24	0.829822	
CGI_10027332	.	Pre	Post	1.17	UP	5.06	0.882428	
CGI_10027539	.	Pre	Post	1.17	UP	2.10	0.912712	
CGI_10027824	.	Pre	Post	1.17	UP	42.11	0.774223	
CGI_10028808	.	Pre	Post	1.17	UP	4.79	0.969502	
XLOC_000176	-	Pre	Post	1.17	UP	27.12	0.876857	
XLOC_001149	-	Pre	Post	1.17	DOWN	4.15	0.942201	
XLOC_001890	-	Pre	Post	1.17	DOWN	9.49	0.907343	
XLOC_003122	-	Pre	Post	1.17	UP	36.94	0.803738	
XLOC_004366	-	Pre	Post	1.17	UP	18.88	0.883697	
XLOC_005842	-	Pre	Post	1.17	UP	45.94	0.914379	
XLOC_006776	CGI_10009453	Pre	Post	1.17	UP	1.77	0.917687	
XLOC_006932	-	Pre	Post	1.17	UP	63.75	0.926355	
XLOC_007551	-	Pre	Post	1.17	DOWN	3.97	0.902325	
XLOC_008646	-	Pre	Post	1.17	UP	78.70	0.929917	
XLOC_009532	-	Pre	Post	1.17	UP	36.14	0.948362	
XLOC_010241	-	Pre	Post	1.17	UP	98.03	0.789213	
XLOC_010529	-	Pre	Post	1.17	DOWN	27.87	0.952219	
XLOC_010609	-	Pre	Post	1.17	UP	98.54	0.883379	
XLOC_010792	-	Pre	Post	1.17	DOWN	5.47	0.899284	
XLOC_011161	-	Pre	Post	1.17	UP	373.98	0.94366	
XLOC_011237	CGI_10025603	Pre	Post	1.17	DOWN	7.90	0.846707	
XLOC_012115	-	Pre	Post	1.17	DOWN	19.19	0.821221	
XLOC_013192	-	Pre	Post	1.17	UP	5.19	0.897452	
XLOC_015293	CGI_10010024	Pre	Post	1.17	DOWN	9.86	0.928227	
XLOC_015887	-	Pre	Post	1.17	UP	19.21	0.88592	
XLOC_016458	-	Pre	Post	1.17	DOWN	68.29	0.944637	
XLOC_016847	-	Pre	Post	1.17	UP	9.98	0.812856	
XLOC_017103	-	Pre	Post	1.17	DOWN	4.40	0.917479	
XLOC_018063	-	Pre	Post	1.17	UP	4.80	0.89472	
XLOC_018112	-	Pre	Post	1.17	UP	3.01	0.907431	
XLOC_018135	-	Pre	Post	1.17	DOWN	2.40	0.896723	
XLOC_018193	CGI_10015945	Pre	Post	1.17	UP	3.00	0.962922	
XLOC_018418	CGI_10001338	Pre	Post	1.17	UP	31.23	0.840663	
XLOC_019474	-	Pre	Post	1.17	DOWN	133.23	0.785429	
XLOC_020932	-	Pre	Post	1.17	DOWN	5.52	0.928008	
XLOC_020953	-	Pre	Post	1.17	DOWN	9.83	0.828439	
XLOC_021397	-	Pre	Post	1.17	UP	2.65	0.868356	
XLOC_024665	-	Pre	Post	1.17	UP	90.75	0.762979	
XLOC_024686	tRNA-Ser	Pre	Post	1.17	UP	41.75	0.868738	
XLOC_025034	-	Pre	Post	1.17	UP	11.29	0.925375	
XLOC_026893	tRNA-Pseudo	Pre	Post	1.17	DOWN	11.06	0.884622	
XLOC_028410	-	Pre	Post	1.17	DOWN	3.70	0.914083	
XLOC_028609	-	Pre	Post	1.17	DOWN	3.67	0.928008	
XLOC_029417	CGI_10020991,CGI_10020992	Pre	Post	1.17	UP	39.05	0.863315	
XLOC_030028	CGI_10013745	Pre	Post	1.17	DOWN	18.70	0.833221	
XLOC_030036	CGI_10013746	Pre	Post	1.17	DOWN	1.80	0.896951	
XLOC_030439	-	Pre	Post	1.17	UP	24.66	0.789941	
XLOC_031517	CGI_10013759	Pre	Post	1.17	UP	48.17	0.785008	
XLOC_032111	-	Pre	Post	1.17	UP	54.15	0.966331	
XLOC_033084	-	Pre	Post	1.17	UP	2.42	0.895986	
XLOC_034992	-	Pre	Post	1.17	UP	4.01	0.944769	
CGI_10001123	.	Pre	Post	1.16	UP	5.76	0.89248	
CGI_10001177	.	Pre	Post	1.16	UP	5.92	0.929453	
CGI_10001204	.	Pre	Post	1.16	UP	3.25	0.943388	
CGI_10001269	.	Pre	Post	1.16	UP	20.53	0.907961	
CGI_10001411	.	Pre	Post	1.16	DOWN	4.15	0.964922	
CGI_10001531	.	Pre	Post	1.16	UP	28.17	0.935588	
CGI_10001568	.	Pre	Post	1.16	DOWN	13.88	0.879725	
CGI_10001635	.	Pre	Post	1.16	DOWN	41.99	0.840477	
CGI_10002107	.	Pre	Post	1.16	UP	132.23	0.849887	
CGI_10002160	.	Pre	Post	1.16	DOWN	50.26	0.810254	
CGI_10002191	.	Pre	Post	1.16	DOWN	44.55	0.792327	
CGI_10002567	.	Pre	Post	1.16	DOWN	41.51	0.79154	
CGI_10003082	.	Pre	Post	1.16	UP	12.90	0.864213	
CGI_10003326	.	Pre	Post	1.16	UP	3.17	0.925431	
CGI_10003330	.	Pre	Post	1.16	DOWN	28.01	0.916642	
CGI_10003598	.	Pre	Post	1.16	DOWN	21.25	0.866834	
CGI_10003779	.	Pre	Post	1.16	UP	47.10	0.793458	
CGI_10004212	I-SMAD	Pre	Post	1.16	DOWN	5.63	0.887044	
CGI_10004458	.	Pre	Post	1.16	UP	12.74	0.883595	
CGI_10004849	.	Pre	Post	1.16	UP	28.81	0.830492	
CGI_10005226	.	Pre	Post	1.16	DOWN	18.53	0.854474	
CGI_10005481	.	Pre	Post	1.16	DOWN	15.89	0.963022	
CGI_10005714	.	Pre	Post	1.16	UP	10.74	0.916558	
CGI_10005884	.	Pre	Post	1.16	DOWN	2.44	0.932367	
CGI_10006265	.	Pre	Post	1.16	DOWN	17.74	0.859221	
CGI_10006356	.	Pre	Post	1.16	UP	17.53	0.898712	
CGI_10006896	.	Pre	Post	1.16	UP	36.86	0.834018	
CGI_10006906	.	Pre	Post	1.16	DOWN	41.09	0.793194	
CGI_10007250	.	Pre	Post	1.16	UP	4.95	0.870964	
CGI_10007430	.	Pre	Post	1.16	UP	18.52	0.825905	
CGI_10007479	.	Pre	Post	1.16	DOWN	9.70	0.830659	
CGI_10007493	.	Pre	Post	1.16	DOWN	11.16	0.849059	
CGI_10008002	.	Pre	Post	1.16	UP	1105.20	0.833221	
CGI_10008088	.	Pre	Post	1.16	DOWN	38.18	0.852644	
CGI_10008093	.	Pre	Post	1.16	DOWN	14.41	0.820754	
CGI_10008320	.	Pre	Post	1.16	DOWN	116.20	0.800612	
CGI_10008388	.	Pre	Post	1.16	DOWN	6.42	0.869438	
CGI_10008447	.	Pre	Post	1.16	DOWN	23.95	0.877436	
CGI_10008487	GLUCOA-L	Pre	Post	1.16	DOWN	49.54	0.855169	
CGI_10008552	.	Pre	Post	1.16	UP	31.15	0.878866	
CGI_10008565	.	Pre	Post	1.16	DOWN	285.11	0.821716	
CGI_10008816	.	Pre	Post	1.16	DOWN	9.55	0.895162	
CGI_10009087	.	Pre	Post	1.16	DOWN	80.98	0.801796	
CGI_10009107	.	Pre	Post	1.16	UP	3.82	0.921281	
CGI_10009306	.	Pre	Post	1.16	UP	3.30	0.932987	
CGI_10009354	.	Pre	Post	1.16	DOWN	11.06	0.849216	
CGI_10009369	.	Pre	Post	1.16	UP	4.40	0.854269	
CGI_10009524	.	Pre	Post	1.16	UP	19.59	0.800339	
CGI_10009652	.	Pre	Post	1.16	DOWN	5.13	0.911916	
CGI_10009815	.	Pre	Post	1.16	DOWN	30.69	0.855217	
CGI_10010003	.	Pre	Post	1.16	DOWN	284.91	0.780522	
CGI_10010173	.	Pre	Post	1.16	UP	9.73	0.827956	
CGI_10010558	.	Pre	Post	1.16	UP	2.01	0.902136	
CGI_10010572	.	Pre	Post	1.16	DOWN	87.15	0.878621	
CGI_10010641	.	Pre	Post	1.16	UP	4.55	0.896708	
CGI_10010738	.	Pre	Post	1.16	DOWN	16.66	0.859113	
CGI_10010756	.	Pre	Post	1.16	DOWN	25.77	0.890363	
CGI_10010981	.	Pre	Post	1.16	DOWN	11.70	0.810874	
CGI_10011061	.	Pre	Post	1.16	DOWN	8.78	0.939695	
CGI_10011568	.	Pre	Post	1.16	DOWN	9.17	0.848795	
CGI_10011769	.	Pre	Post	1.16	DOWN	8.03	0.883697	
CGI_10012270	.	Pre	Post	1.16	UP	10.91	0.889939	
CGI_10012398	.	Pre	Post	1.16	DOWN	37.07	0.867748	
CGI_10012531	.	Pre	Post	1.16	UP	9.37	0.84351	
CGI_10012560	.	Pre	Post	1.16	UP	8.83	0.877745	
CGI_10012742	.	Pre	Post	1.16	UP	67.95	0.938728	
CGI_10012774	.	Pre	Post	1.16	DOWN	37.40	0.877698	
CGI_10012784	.	Pre	Post	1.16	DOWN	2.69	0.915859	
CGI_10012926	.	Pre	Post	1.16	UP	2.10	0.912712	
CGI_10013027	.	Pre	Post	1.16	DOWN	16.20	0.973829	
CGI_10013035	.	Pre	Post	1.16	UP	32.42	0.862877	
CGI_10013458	.	Pre	Post	1.16	DOWN	55.68	0.811006	
CGI_10013623	.	Pre	Post	1.16	UP	31.12	0.867348	
CGI_10013875	.	Pre	Post	1.16	UP	193.05	0.874721	
CGI_10014039	.	Pre	Post	1.16	DOWN	9.80	0.893448	
CGI_10015000	.	Pre	Post	1.16	DOWN	26.31	0.793363	
CGI_10015097	.	Pre	Post	1.16	UP	9.66	0.836055	
CGI_10015204	.	Pre	Post	1.16	UP	33.18	0.890883	
CGI_10015268	.	Pre	Post	1.16	UP	6.83	0.879725	
CGI_10015308	.	Pre	Post	1.16	DOWN	3.69	0.924847	
CGI_10015476	.	Pre	Post	1.16	DOWN	4.50	0.898499	
CGI_10015925	.	Pre	Post	1.16	UP	295.31	0.870115	
CGI_10016028	.	Pre	Post	1.16	DOWN	190.53	0.786437	
CGI_10016109	.	Pre	Post	1.16	DOWN	15.38	0.942201	
CGI_10016330	.	Pre	Post	1.16	DOWN	1.80	0.923879	
CGI_10016648	.	Pre	Post	1.16	UP	35.22	0.809101	
CGI_10016898	.	Pre	Post	1.16	DOWN	6.95	0.956863	
CGI_10016972	TBETAR1	Pre	Post	1.16	DOWN	79.00	0.78968	
CGI_10017016	.	Pre	Post	1.16	UP	293.98	0.795688	
CGI_10017036	.	Pre	Post	1.16	UP	2.85	0.914281	
CGI_10017103	.	Pre	Post	1.16	DOWN	36.01	0.787515	
CGI_10017381	.	Pre	Post	1.16	DOWN	8.53	0.859221	
CGI_10017552	.	Pre	Post	1.16	UP	6.91	0.953102	
CGI_10017570	.	Pre	Post	1.16	DOWN	34.64	0.805777	
CGI_10017667	.	Pre	Post	1.16	UP	5.90	0.849203	
CGI_10017721	.	Pre	Post	1.16	DOWN	14.41	0.838392	
CGI_10018045	.	Pre	Post	1.16	UP	14.52	0.833549	
CGI_10018182	.	Pre	Post	1.16	UP	4.70	0.889574	
CGI_10018385	.	Pre	Post	1.16	DOWN	57.68	0.852924	
CGI_10018977	.	Pre	Post	1.16	UP	13.29	0.922939	
CGI_10019050	.	Pre	Post	1.16	UP	57.67	0.804528	
CGI_10019128	.	Pre	Post	1.16	DOWN	19.27	0.855217	
CGI_10019152	.	Pre	Post	1.16	DOWN	15.30	0.863071	
CGI_10019908	.	Pre	Post	1.16	UP	16.14	0.841976	
CGI_10019987	.	Pre	Post	1.16	UP	3.75	0.905012	
CGI_10020318	.	Pre	Post	1.16	DOWN	15.67	0.806583	
CGI_10020511	.	Pre	Post	1.16	DOWN	38.85	0.776131	
CGI_10020520	.	Pre	Post	1.16	UP	6.35	0.883055	
CGI_10020732	.	Pre	Post	1.16	UP	18.35	0.845848	
CGI_10020736	.	Pre	Post	1.16	DOWN	2.82	0.952284	
CGI_10021175	.	Pre	Post	1.16	UP	22.94	0.835364	
CGI_10021646	.	Pre	Post	1.16	DOWN	109.50	0.843532	
CGI_10022001	.	Pre	Post	1.16	DOWN	11.49	0.891032	
CGI_10022015	.	Pre	Post	1.16	UP	98.38	0.809678	
CGI_10022018	.	Pre	Post	1.16	DOWN	94.47	0.966331	
CGI_10022094	.	Pre	Post	1.16	DOWN	18.28	0.798779	
CGI_10022457	.	Pre	Post	1.16	DOWN	11.58	0.834127	
CGI_10022468	.	Pre	Post	1.16	UP	2.99	0.968523	
CGI_10022548	.	Pre	Post	1.16	DOWN	21.05	0.817476	
CGI_10022551	.	Pre	Post	1.16	UP	66.49	0.884601	
CGI_10022963	.	Pre	Post	1.16	UP	4.68	0.905561	
CGI_10023064	.	Pre	Post	1.16	UP	8.49	0.85989	
CGI_10023076	.	Pre	Post	1.16	DOWN	71.84	0.792493	
CGI_10023102	.	Pre	Post	1.16	UP	3.51	0.802657	
CGI_10023265	.	Pre	Post	1.16	UP	347.59	0.866842	
CGI_10023331	.	Pre	Post	1.16	UP	5.82	0.903826	
CGI_10023516	.	Pre	Post	1.16	UP	2.89	0.952553	
CGI_10023764	.	Pre	Post	1.16	UP	24.01	0.814809	
CGI_10023831	.	Pre	Post	1.16	UP	46.41	0.879051	
CGI_10023940	.	Pre	Post	1.16	UP	26.16	0.78922	
CGI_10024201	.	Pre	Post	1.16	UP	2.65	0.903215	
CGI_10024219	.	Pre	Post	1.16	DOWN	5.36	0.863073	
CGI_10024272	.	Pre	Post	1.16	DOWN	8.61	0.924097	
CGI_10025126	.	Pre	Post	1.16	DOWN	113.31	0.805777	
CGI_10025253	.	Pre	Post	1.16	UP	37.34	0.876857	
CGI_10025348	.	Pre	Post	1.16	UP	15.42	0.849329	
CGI_10025673	.	Pre	Post	1.16	UP	11.92	0.813998	
CGI_10025888	.	Pre	Post	1.16	DOWN	7.47	0.920476	
CGI_10026325	.	Pre	Post	1.16	DOWN	25.47	0.8289	
CGI_10027075	.	Pre	Post	1.16	UP	38.96	0.79154	
CGI_10027171	.	Pre	Post	1.16	DOWN	4.62	0.879091	
CGI_10027438	.	Pre	Post	1.16	DOWN	122.81	0.868356	
CGI_10027679	.	Pre	Post	1.16	DOWN	16.24	0.808367	
CGI_10027889	.	Pre	Post	1.16	DOWN	18.39	0.865713	
CGI_10028330	.	Pre	Post	1.16	DOWN	16.05	0.834074	
CGI_10028401	.	Pre	Post	1.16	DOWN	53.28	0.810896	
CGI_10028834	.	Pre	Post	1.16	DOWN	22.67	0.858282	
CGI_10028880	.	Pre	Post	1.16	DOWN	6.40	0.873892	
CGI_10028889	.	Pre	Post	1.16	DOWN	12.61	0.842361	
XLOC_000007	-	Pre	Post	1.16	DOWN	207.60	0.926922	
XLOC_000130	-	Pre	Post	1.16	UP	113.49	0.939418	
XLOC_000537	-	Pre	Post	1.16	DOWN	2966.39	0.916082	
XLOC_000906	-	Pre	Post	1.16	DOWN	4.68	0.920755	
XLOC_001436	-	Pre	Post	1.16	DOWN	11.28	0.935668	
XLOC_002024	-	Pre	Post	1.16	DOWN	103.26	0.947353	
XLOC_002335	-	Pre	Post	1.16	DOWN	3.42	0.918156	
XLOC_003172	CGI_10021954	Pre	Post	1.16	UP	3.19	0.899284	
XLOC_003384	-	Pre	Post	1.16	UP	4.20	0.932163	
XLOC_006118	-	Pre	Post	1.16	DOWN	6.78	0.913192	
XLOC_006767	-	Pre	Post	1.16	UP	2.90	0.92582	
XLOC_007975	-	Pre	Post	1.16	DOWN	3.77	0.917697	
XLOC_008288	-	Pre	Post	1.16	UP	7.49	0.884386	
XLOC_009475	-	Pre	Post	1.16	DOWN	410.52	0.867652	
XLOC_009626	-	Pre	Post	1.16	DOWN	7.98	0.955356	
XLOC_010243	-	Pre	Post	1.16	DOWN	12.50	0.926958	
XLOC_012469	-	Pre	Post	1.16	UP	4.50	0.953947	
XLOC_014469	-	Pre	Post	1.16	UP	3.00	0.922939	
XLOC_014608	CGI_10019640	Pre	Post	1.16	UP	11.91	0.973779	
XLOC_015069	-	Pre	Post	1.16	DOWN	18.02	0.952553	
XLOC_015285	-	Pre	Post	1.16	DOWN	6.68	0.868945	
XLOC_016246	CGI_10020047	Pre	Post	1.16	DOWN	16.21	0.838525	
XLOC_019425	CGI_10002181	Pre	Post	1.16	DOWN	150.70	0.875189	
XLOC_020387	-	Pre	Post	1.16	DOWN	3.13	0.929781	
XLOC_020412	-	Pre	Post	1.16	DOWN	3.95	0.925431	
XLOC_021143	-	Pre	Post	1.16	UP	16.93	0.918795	
XLOC_023598	-	Pre	Post	1.16	DOWN	3.88	0.924847	
XLOC_023819	-	Pre	Post	1.16	UP	4.06	0.924847	
XLOC_024381	-	Pre	Post	1.16	UP	18.31	0.870287	
XLOC_024382	-	Pre	Post	1.16	UP	86.42	0.921281	
XLOC_025968	-	Pre	Post	1.16	UP	32.91	0.842604	
XLOC_026345	-	Pre	Post	1.16	DOWN	8.98	0.947753	
XLOC_028389	CGI_10022455	Pre	Post	1.16	UP	4.03	0.863948	
XLOC_029516	CGI_10009324	Pre	Post	1.16	UP	3.20	0.907344	
XLOC_029920	CGI_10011268	Pre	Post	1.16	UP	14.52	0.874754	
XLOC_030676	CGI_10003700	Pre	Post	1.16	UP	57.09	0.83731	
XLOC_030876	-	Pre	Post	1.16	DOWN	6.13	0.910264	
XLOC_031135	-	Pre	Post	1.16	UP	993.47	0.928057	
XLOC_031189	CGI_10017280	Pre	Post	1.16	UP	96.69	0.894224	
XLOC_031981	CGI_10023281	Pre	Post	1.16	UP	7.21	0.958843	
XLOC_032316	-	Pre	Post	1.16	UP	16.66	0.894178	
XLOC_032552	-	Pre	Post	1.16	DOWN	12.70	0.887511	
XLOC_033664	CGI_10017147	Pre	Post	1.16	DOWN	25.23	0.883831	
XLOC_034093	CGI_10010288	Pre	Post	1.16	UP	6.86	0.877785	
XLOC_034132	CGI_10016109	Pre	Post	1.16	DOWN	28.71	0.955691	
XLOC_036054	-	Pre	Post	1.16	UP	1.91	0.965411	
XLOC_036065	-	Pre	Post	1.16	DOWN	3.08	0.890828	
CGI_10000761	.	Pre	Post	1.15	UP	13.44	0.874721	
CGI_10000843	.	Pre	Post	1.15	UP	2.85	0.928018	
CGI_10001188	.	Pre	Post	1.15	UP	3.29	0.944637	
CGI_10001406	.	Pre	Post	1.15	DOWN	64.15	0.794948	
CGI_10001545	.	Pre	Post	1.15	DOWN	18.18	0.884982	
CGI_10001637	.	Pre	Post	1.15	UP	2.05	0.633568	
CGI_10002658	.	Pre	Post	1.15	DOWN	3.95	0.873892	
CGI_10002878	.	Pre	Post	1.15	UP	23.15	0.814656	
CGI_10002994	.	Pre	Post	1.15	DOWN	2.42	0.900989	
CGI_10003107	.	Pre	Post	1.15	DOWN	36.81	0.820841	
CGI_10003309	.	Pre	Post	1.15	DOWN	73.29	0.970015	
CGI_10003372	.	Pre	Post	1.15	DOWN	453.19	0.878375	
CGI_10003475	.	Pre	Post	1.15	UP	35.40	0.84958	
CGI_10003535	.	Pre	Post	1.15	DOWN	5.63	0.895478	
CGI_10003730	.	Pre	Post	1.15	UP	24.86	0.844728	
CGI_10003843	.	Pre	Post	1.15	DOWN	13.86	0.861866	
CGI_10004296	.	Pre	Post	1.15	UP	5.71	0.922388	
CGI_10004552	.	Pre	Post	1.15	UP	73.53	0.831715	
CGI_10004666	.	Pre	Post	1.15	DOWN	4.35	0.925189	
CGI_10004667	.	Pre	Post	1.15	DOWN	36.04	0.847694	
CGI_10004936	.	Pre	Post	1.15	UP	78.11	0.799489	
CGI_10005086	.	Pre	Post	1.15	UP	143.63	0.82105	
CGI_10005260	.	Pre	Post	1.15	DOWN	22.16	0.873459	
CGI_10005265	.	Pre	Post	1.15	DOWN	414.69	0.924084	
CGI_10005509	.	Pre	Post	1.15	DOWN	294.07	0.823038	
CGI_10005619	.	Pre	Post	1.15	UP	25.91	0.810874	
CGI_10005716	.	Pre	Post	1.15	UP	2.66	0.910835	
CGI_10005852	.	Pre	Post	1.15	UP	36.75	0.825803	
CGI_10005873	.	Pre	Post	1.15	UP	38.91	0.833483	
CGI_10006536	.	Pre	Post	1.15	UP	37.05	0.819331	
CGI_10006577	.	Pre	Post	1.15	UP	82.30	0.812065	
CGI_10006711	.	Pre	Post	1.15	UP	3.57	0.924847	
CGI_10007071	.	Pre	Post	1.15	UP	23.21	0.800339	
CGI_10007099	.	Pre	Post	1.15	UP	10.15	0.939003	
CGI_10007109	.	Pre	Post	1.15	UP	6.66	0.864213	
CGI_10007933	.	Pre	Post	1.15	UP	2.06	0.92211	
CGI_10007999	.	Pre	Post	1.15	UP	61.60	0.83791	
CGI_10008496	.	Pre	Post	1.15	UP	12.54	0.83199	
CGI_10008813	.	Pre	Post	1.15	DOWN	66.79	0.877146	
CGI_10008864	.	Pre	Post	1.15	UP	9.16	0.870115	
CGI_10009262	.	Pre	Post	1.15	UP	78.20	0.799695	
CGI_10009384	.	Pre	Post	1.15	UP	3.84	0.839636	
CGI_10009555	.	Pre	Post	1.15	UP	6.38	0.903112	
CGI_10010027	.	Pre	Post	1.15	UP	5.46	0.933178	
CGI_10010623	.	Pre	Post	1.15	DOWN	3.16	0.866886	
CGI_10010762	.	Pre	Post	1.15	UP	121.35	0.825866	
CGI_10010888	.	Pre	Post	1.15	UP	21.06	0.908549	
CGI_10011359	.	Pre	Post	1.15	DOWN	18.31	0.846707	
CGI_10012328	.	Pre	Post	1.15	UP	1.75	0.902119	
CGI_10012479	.	Pre	Post	1.15	DOWN	7.24	0.897245	
CGI_10012641	.	Pre	Post	1.15	DOWN	2.94	0.951643	
CGI_10012685	.	Pre	Post	1.15	DOWN	55.35	0.810874	
CGI_10012694	.	Pre	Post	1.15	UP	38.25	0.84351	
CGI_10013231	.	Pre	Post	1.15	UP	37.88	0.87797	
CGI_10013365	.	Pre	Post	1.15	UP	17.15	0.868807	
CGI_10013571	.	Pre	Post	1.15	UP	16.26	0.870295	
CGI_10013637	.	Pre	Post	1.15	DOWN	27.98	0.843532	
CGI_10013747	.	Pre	Post	1.15	UP	29.17	0.825803	
CGI_10014105	.	Pre	Post	1.15	UP	38.01	0.816254	
CGI_10014468	.	Pre	Post	1.15	UP	23.73	0.861636	
CGI_10015465	.	Pre	Post	1.15	UP	3.27	0.914661	
CGI_10015585	.	Pre	Post	1.15	DOWN	8.44	0.930883	
CGI_10015882	.	Pre	Post	1.15	UP	66.23	0.809079	
CGI_10015990	.	Pre	Post	1.15	UP	31.57	0.841918	
CGI_10016331	.	Pre	Post	1.15	UP	76.28	0.809101	
CGI_10016348	.	Pre	Post	1.15	UP	6.15	0.924287	
CGI_10016581	.	Pre	Post	1.15	UP	5.27	0.924164	
CGI_10016673	.	Pre	Post	1.15	DOWN	20.71	0.860679	
CGI_10016790	.	Pre	Post	1.15	UP	8.36	0.921159	
CGI_10017071	.	Pre	Post	1.15	UP	13.84	0.856285	
CGI_10017092	.	Pre	Post	1.15	UP	8.36	0.83448	
CGI_10017461	.	Pre	Post	1.15	DOWN	1055.15	0.850575	
